ID,Area,Mean,Angle,Length,Sheet,Osculum,Camera
1,45,81.351,-88.698,44.011,osc1_rec1,1,1
2,36,74.751,-89.459,35.335,osc1_rec1,1,1
3,36,73.341,-89.459,35.335,osc1_rec1,1,1
4,39,73.317,-90.507,37.668,osc1_rec1,1,1
5,40,72.078,-89.021,39.006,osc1_rec1,1,1
6,41,96.045,-89.053,40.339,osc1_rec1,1,1
7,38,86.593,-91.562,36.68,osc1_rec1,1,1
8,36,75.201,-88.909,35.006,osc1_rec1,1,1
9,36,87.046,-90,35.333,osc1_rec1,1,1
10,40,79.835,-89.506,38.668,osc1_rec1,1,1
11,36,76.773,-90.546,35.002,osc1_rec1,1,1
12,35,77.961,-90.567,33.668,osc1_rec1,1,1
13,36,78.817,-89.459,35.335,osc1_rec1,1,1
14,32,72.277,-88.132,30.683,osc1_rec1,1,1
15,33,77.502,-90,32,osc1_rec1,1,1
16,31,83.915,-90,30,osc1_rec1,1,1
17,29,78.31,-88.62,27.675,osc1_rec1,1,1
18,32,72.128,-89.39,31.335,osc1_rec1,1,1
19,38,93.391,-90,36.667,osc1_rec1,1,1
20,33,67.728,-88.807,32.007,osc1_rec1,1,1
21,27,69.608,-90,26,osc1_rec1,1,1
22,33,74.888,-89.409,32.335,osc1_rec1,1,1
23,30,71.196,-88.683,29.008,osc1_rec1,1,1
24,33,58.106,-89.409,32.335,osc1_rec1,1,1
25,37,63.861,-90.531,36.002,osc1_rec1,1,1
26,38,66.076,-89.488,37.335,osc1_rec1,1,1
27,35,66.695,-90,34.333,osc1_rec1,1,1
28,36,70.028,-88.363,35.014,osc1_rec1,1,1
29,32,63.286,-89.384,31.002,osc1_rec1,1,1
30,34,71.219,-89.427,33.335,osc1_rec1,1,1
31,32,68.331,-89.384,31.002,osc1_rec1,1,1
32,33,60.606,-90,32.333,osc1_rec1,1,1
33,34,64.399,-90,33.333,osc1_rec1,1,1
34,35,60.329,-89.433,33.668,osc1_rec1,1,1
35,33,62.702,-89.403,32.002,osc1_rec1,1,1
36,37,61.863,-90,36.333,osc1_rec1,1,1
37,34,60.826,-90,33,osc1_rec1,1,1
38,37,65.314,-89.469,36.002,osc1_rec1,1,1
39,35,58.911,-90,33.667,osc1_rec1,1,1
40,33,57.884,-90,32,osc1_rec1,1,1
41,32,61.714,-90,30.667,osc1_rec1,1,1
42,34,65.738,-88.282,33.348,osc1_rec1,1,1
43,40,66.574,-88.884,38.507,osc1_rec2,1,1
44,39,65.183,-90.759,37.753,osc1_rec2,1,1
45,36,63.818,-89.187,35.254,osc1_rec2,1,1
46,32,59.192,-89.083,31.254,osc1_rec2,1,1
47,37,59.874,-90,36,osc1_rec2,1,1
48,32,69.205,-88.614,31.009,osc1_rec2,1,1
49,36,62.459,-90.412,34.751,osc1_rec2,1,1
50,38,61.754,-89.61,36.751,osc1_rec2,1,1
51,34,63.482,-89.138,33.254,osc1_rec2,1,1
52,41,90.977,-87.866,40.278,osc1_rec2,1,1
53,42,75.514,-91.061,40.507,osc1_rec2,1,1
54,40,68.452,-90,38.75,osc1_rec2,1,1
55,36,62.921,-89.17,34.504,osc1_rec2,1,1
56,38,60.626,-90,36.75,osc1_rec2,1,1
57,34,59.829,-88.238,32.515,osc1_rec2,1,1
58,36,68.405,-90,35,osc1_rec2,1,1
59,34,65.788,-89.138,33.254,osc1_rec2,1,1
60,37,63.994,-89.599,35.751,osc1_rec2,1,1
61,37,64.913,-89.602,36.001,osc1_rec2,1,1
62,34,62.845,-90.441,32.501,osc1_rec2,1,1
63,35,66.152,-89.572,33.501,osc1_rec2,1,1
64,36,61.502,-89.17,34.504,osc1_rec2,1,1
65,35,57.457,-90.849,33.754,osc1_rec2,1,1
66,34,63.599,-89.566,33.001,osc1_rec2,1,1
67,38,72.094,-89.608,36.501,osc1_rec2,1,1
68,33,56.594,-90.895,32.004,osc1_rec2,1,1
69,34,70.171,-91.322,32.509,osc1_rec2,1,1
70,39,71.165,-90.382,37.501,osc1_rec2,1,1
71,42,75.735,-87.207,41.049,osc1_rec2,1,1
72,34,55.702,-90.437,32.751,osc1_rec2,1,1
73,32,64.218,-89.076,31.004,osc1_rec2,1,1
74,31,54.392,-89.037,29.754,osc1_rec2,1,1
75,37,67.625,-89.193,35.504,osc1_rec2,1,1
76,39,70.034,-90,37.5,osc1_rec2,1,1
77,35,67.682,-90.424,33.751,osc1_rec2,1,1
78,34,61.494,-90.862,33.254,osc1_rec2,1,1
79,37,61.656,-88.807,36.008,osc1_rec2,1,1
80,36,69.143,-89.182,35.004,osc1_rec2,1,1
81,41,75.299,-92.148,40.028,osc1_rec2,1,1
82,40,73.181,-88.541,39.263,osc1_rec2,1,1
83,37,64.541,-90.796,36.003,osc1_rec2,1,1
84,39,67.383,-89.626,38.251,osc1_rec2,1,1
85,38,76.27,-90,37,osc1_rec2,1,1
86,38,64.276,-89.231,37.253,osc1_rec2,1,1
87,44,73.553,-88.995,42.757,osc1_rec2,1,1
88,35,69.261,-90.855,33.504,osc1_rec2,1,1
89,36,77.165,-90.813,35.254,osc1_rec2,1,1
90,39,72.583,-90.379,37.751,osc1_rec2,1,1
91,37,66.255,-90,35.75,osc1_rec2,1,1
92,38,62.605,-90,37,osc1_rec2,1,1
93,34,63.005,-90.437,32.751,osc1_rec2,1,1
94,36,63.934,-89.594,35.251,osc1_rec2,1,1
95,35,59.768,-90,34,osc1_rec2,1,1
96,40,73.661,-88.905,39.257,osc1_rec2,1,1
97,41,66.786,-88.912,39.507,osc1_rec2,1,1
98,41,76.638,-90.36,39.751,osc1_rec2,1,1
99,39,64.038,-88.869,38.007,osc1_rec2,1,1
100,39,66.752,-91.507,38.013,osc1_rec2,1,1
101,40,69.858,-88.905,39.257,osc1_rec2,1,1
102,39,66.691,-89.236,37.503,osc1_rec2,1,1
103,36,71.654,-89.588,34.751,osc1_rec2,1,1
104,37,61.414,-90.395,36.251,osc1_rec2,1,1
105,36,65.251,-89.182,35.004,osc1_rec2,1,1
106,39,77.988,-90,37.75,osc1_rec2,1,1
107,37,58.824,-89.199,35.753,osc1_rec2,1,1
108,40,70.308,-89.63,38.751,osc1_rec2,1,1
109,40,70.753,-89.265,39.003,osc1_rec2,1,1
110,38,60.449,-87.647,36.531,osc1_rec2,1,1
111,32,62.746,-88.614,31.009,osc1_rec2,1,1
112,34,63.04,-88.698,33.009,osc1_rec2,1,1
113,37,59.548,-89.599,35.751,osc1_rec2,1,1
114,35,66.276,-90.418,34.251,osc1_rec2,1,1
115,31,60.156,-90,30,osc1_rec2,1,1
116,37,70.479,-90.807,35.504,osc1_rec2,1,1
117,34,63.061,-90,33.25,osc1_rec2,1,1
118,34,70.4,-90,33,osc1_rec2,1,1
119,36,60.004,-89.187,35.254,osc1_rec2,1,1
120,35,65.686,-88.303,33.765,osc1_rec2,1,1
121,36,61.896,-90.818,35.004,osc1_rec2,1,1
122,35,74.573,-90.843,34.004,osc1_rec2,1,1
123,38,59.256,-90.39,36.751,osc1_rec2,1,1
124,37,62.863,-88.798,35.758,osc1_rec2,1,1
125,33,59.607,-89.545,31.501,osc1_rec2,1,1
126,38,74.771,-89.226,37.003,osc1_rec3,1,1
127,39,65.794,-88.493,38.013,osc1_rec3,1,1
128,38,79.423,-86.906,37.054,osc1_rec3,1,1
129,35,62.627,-90,33.5,osc1_rec3,1,1
130,36,65.232,-89.17,34.504,osc1_rec3,1,1
131,34,65.243,-90,33,osc1_rec3,1,1
132,34,59.02,-88.238,32.515,osc1_rec3,1,1
133,34,60.848,-90,33,osc1_rec3,1,1
134,33,67.059,-90,31.5,osc1_rec3,1,1
135,35,55.932,-89.145,33.504,osc1_rec3,1,1
136,38,72.469,-90,37,osc1_rec3,1,1
137,36,66.952,-86.73,35.057,osc1_rec3,1,1
138,40,65.236,-90,38.5,osc1_rec3,1,1
139,38,70.154,-87.647,36.531,osc1_rec3,1,1
140,33,64.956,-90.909,31.504,osc1_rec3,1,1
141,34,60.735,-90.868,33.004,osc1_rec3,1,1
142,36,62.335,-93.318,34.558,osc1_rec3,1,1
143,36,70.278,-90,35,osc1_rec3,1,1
144,38,65.689,-90,37,osc1_rec3,1,1
145,35,66.989,-90.855,33.504,osc1_rec3,1,1
146,42,68.093,-88.603,41.012,osc1_rec3,1,1
147,35,73.995,-90,34,osc1_rec3,1,1
148,37,64.017,-90.796,36.003,osc1_rec3,1,1
149,34,65.662,-90,33,osc1_rec3,1,1
150,36,64.838,-90,35,osc1_rec3,1,1
151,37,67.973,-89.204,36.003,osc1_rec3,1,1
152,41,67.739,-90.725,39.503,osc1_rec3,1,1
153,40,69.608,-91.469,39.013,osc1_rec3,1,1
154,39,73.295,-90,38,osc1_rec3,1,1
155,40,67.533,-90,39,osc1_rec3,1,1
156,37,65.112,-90.796,36.003,osc1_rec3,1,1
157,38,67.935,-91.548,37.014,osc1_rec3,1,1
158,38,74.137,-90.774,37.003,osc1_rec3,1,1
159,37,65.184,-91.614,35.514,osc1_rec3,1,1
160,33,63.958,-89.105,32.004,osc1_rec3,1,1
161,38,62.778,-90.774,37.003,osc1_rec3,1,1
162,40,73.668,-90,38.5,osc1_rec3,1,1
163,43,72.648,-88.636,42.012,osc1_rec3,1,1
164,40,71.121,-90,39,osc1_rec3,1,1
165,37,78.356,-91.591,36.014,osc1_rec3,1,1
166,38,66.716,-90.774,37.003,osc1_rec3,1,1
167,36,63.161,-88.363,35.014,osc1_rec3,1,1
168,37,66.982,-90,36,osc1_rec3,1,1
169,38,68.159,-91.569,36.514,osc1_rec3,1,1
170,31,67.383,-88.091,30.017,osc1_rec3,1,1
171,40,69.935,-90,38.5,osc1_rec3,1,1
172,33,191.902,-88.182,31.516,osc1_rec3,1,1
173,42,73.167,-90.707,40.503,osc1_rec3,1,1
174,37,71.189,-90,35.5,osc1_rec3,1,1
175,38,71.281,-90,36.5,osc1_rec3,1,1
176,37,62.475,-92.386,36.031,osc1_rec3,1,1
177,39,73.443,-90,37.5,osc1_rec3,1,1
178,37,75.401,-90,35.5,osc1_rec3,1,1
179,42,82.776,-90,41,osc1_rec3,1,1
180,41,73.371,-89.284,40.003,osc1_rec3,1,1
181,38,72.493,-91.569,36.514,osc1_rec3,1,1
182,38,63.581,-84.523,36.667,osc1_rec3,1,1
183,45,73.555,-88.025,43.526,osc1_rec3,1,1
184,37,67.403,-90,35.5,osc1_rec3,1,1
185,42,73.168,-88.586,40.512,osc1_rec3,1,1
186,35,59.192,-88.29,33.515,osc1_rec3,1,1
187,34,67.338,-90.881,32.504,osc1_rec3,1,1
188,34,65.64,-90.881,32.504,osc1_rec3,1,1
189,38,61.057,-86.082,36.586,osc1_rec3,1,1
190,38,61.057,-86.082,36.586,osc1_rec3,1,1
191,36,71.783,-90.818,35.004,osc1_rec3,1,1
192,40,73.385,-89.265,39.003,osc1_rec3,1,1
193,41,73.567,-92.175,39.528,osc1_rec3,1,1
194,45,78.444,-90,44,osc1_rec3,1,1
195,44,69.631,-90,42.5,osc1_rec3,1,1
196,32,57.713,-90,30.5,osc1_rec3,1,1
197,39,67.72,-89.246,38.003,osc1_rec3,1,1
198,40,71.754,-89.256,38.503,osc1_rec3,1,1
199,41,77.542,-90.716,40.003,osc1_rec3,1,1
200,40,79.738,-88.512,38.513,osc1_rec3,1,1
201,41,77.057,-90,40,osc1_rec3,1,1
202,41,79.454,-89.275,39.503,osc1_rec3,1,1
203,44,86.549,-87.337,43.046,osc1_rec3,1,1
204,39,72.287,-89.246,38.003,osc1_rec3,1,1
205,40,76.488,-92.203,39.029,osc1_rec3,1,1
206,41,79.629,-90.725,39.503,osc1_rec3,1,1
207,32,62.568,-90,31,osc1_rec4,1,1
208,38,77.397,-90.785,36.503,osc1_rec4,1,1
209,36,66.993,-90.83,34.504,osc1_rec4,1,1
210,27,63.249,-89.454,26.251,osc1_rec4,1,1
211,33,59.522,-89.549,31.751,osc1_rec4,1,1
212,32,68.694,-90,30.5,osc1_rec4,1,1
213,33,60.871,-90.451,31.751,osc1_rec4,1,1
214,29,60.059,-90,28,osc1_rec4,1,1
215,27,62.479,-89.449,26.001,osc1_rec4,1,1
216,37,64.273,-89.597,35.501,osc1_rec4,1,1
217,34,69.052,-89.563,32.751,osc1_rec4,1,1
218,36,69.536,-90,34.5,osc1_rec4,1,1
219,35,63.22,-90.428,33.501,osc1_rec4,1,1
220,32,61.114,-89.542,31.251,osc1_rec4,1,1
221,32,59.883,-89.083,31.254,osc1_rec4,1,1
222,36,56.078,-90.415,34.501,osc1_rec4,1,1
223,37,75.385,-89.597,35.501,osc1_rec4,1,1
224,38,66.812,-90,37.25,osc1_rec4,1,1
225,36,69.617,-89.588,34.751,osc1_rec4,1,1
226,32,62.955,-90.47,30.501,osc1_rec4,1,1
227,31,60.89,-89.519,29.751,osc1_rec4,1,1
228,30,58.045,-90,28.5,osc1_rec4,1,1
229,30,60.947,-89.497,28.501,osc1_rec4,1,1
230,32,62.188,-91.375,31.259,osc1_rec4,1,1
231,32,67.291,-88.603,30.759,osc1_rec4,1,1
232,30,62.658,-88.506,28.76,osc1_rec4,1,1
233,32,63.012,-90.458,31.251,osc1_rec4,1,1
234,35,59.94,-89.145,33.504,osc1_rec4,1,1
235,30,62.05,-90,29,osc1_rec4,1,1
236,31,57.78,-90.947,30.254,osc1_rec4,1,1
237,27,62.402,-90,25.75,osc1_rec4,1,1
238,32,59.279,-90,30.75,osc1_rec4,1,1
239,34,59.014,-89.563,32.751,osc1_rec4,1,1
240,35,58.23,-90,34,osc1_rec4,1,1
241,34,58.147,-90,33,osc1_rec4,1,1
242,29,58.597,-93.039,28.29,osc1_rec4,1,1
243,31,55.684,-89.526,30.251,osc1_rec4,1,1
244,33,63.268,-89.105,32.004,osc1_rec4,1,1
245,34,63.092,-89.559,32.501,osc1_rec4,1,1
246,34,58.715,-88.678,32.509,osc1_rec4,1,1
247,32,60.765,-90,30.75,osc1_rec4,1,1
248,39,58.602,-89.241,37.753,osc1_rec4,1,1
249,35,71.973,-90.418,34.251,osc1_rec4,1,1
250,32,55.53,-89.068,30.754,osc1_rec4,1,1
251,34,59.663,-89.563,32.751,osc1_rec4,1,1
252,35,69.033,-88.328,34.265,osc1_rec4,1,1
253,30,57.325,-87.99,28.518,osc1_rec4,1,1
254,32,65.142,-90.462,31.001,osc1_rec4,1,1
255,32,58.668,-89.53,30.501,osc1_rec4,1,1
256,29,65.661,-89.479,27.501,osc1_rec4,1,1
257,31,61.716,-90.963,29.754,osc1_rec4,1,1
258,27,64.526,-91.123,25.505,osc1_rec4,1,1
259,29,55.744,-89.493,28.251,osc1_rec4,1,1
260,35,68.139,-90.421,34.001,osc1_rec4,1,1
261,28,56.186,-89.469,27.001,osc1_rec4,1,1
262,29,65.191,-90.512,28.001,osc1_rec4,1,1
263,27,59.564,-90,26.25,osc1_rec4,1,1
264,33,59.872,-89.105,32.004,osc1_rec4,1,1
265,29,53.535,-90.521,27.501,osc1_rec4,1,1
266,29,65.027,-90.507,28.251,osc1_rec4,1,1
267,37,61.236,-90.403,35.501,osc1_rec4,1,1
268,35,63,-90,34,osc1_rec4,1,1
269,34,62.674,-90,33.25,osc1_rec4,1,1
270,32,57.336,-89.538,31.001,osc1_rec4,1,1
271,31,57.185,-90,30,osc1_rec4,1,1
272,29,69.732,-88.977,28.004,osc1_rec4,1,1
273,34,58.954,-89.566,33.001,osc1_rec4,1,1
274,36,74.915,-90,34.5,osc1_rec4,1,1
275,36,66.177,-89.187,35.254,osc1_rec4,1,1
276,28,50.898,-87.879,27.019,osc1_rec4,1,1
277,30,57.089,-90,29,osc1_rec4,1,1
278,34,62.734,-89.559,32.501,osc1_rec4,1,1
279,33,56.584,-90,31.5,osc1_rec4,1,1
280,32,56.678,-89.083,31.254,osc1_rec4,1,1
281,39,71.501,-89.004,38.339,osc1_rec5,1,1
282,41,68.078,-89.037,39.672,osc1_rec5,1,1
283,36,68.595,-90,35.333,osc1_rec5,1,1
284,36,62.53,-88.919,35.34,osc1_rec5,1,1
285,33,53.788,-90,32.333,osc1_rec5,1,1
286,34,60.473,-90,32.667,osc1_rec5,1,1
287,34,57.66,-88.264,33.015,osc1_rec5,1,1
288,27,56.865,-90,26,osc1_rec5,1,1
289,29,60.267,-89.326,28.335,osc1_rec5,1,1
290,33,67.942,-89.403,32.002,osc1_rec5,1,1
291,31,62.939,-90.644,29.669,osc1_rec5,1,1
292,34,65.283,-90,32.667,osc1_rec5,1,1
293,32,53.262,-88.755,30.674,osc1_rec5,1,1
294,36,70.389,-90,35,osc1_rec5,1,1
295,32,63.331,-89.071,30.837,osc1_rec5,1,1
296,18,74.004,-90.855,16.752,osc2_rec1,2,1
297,18,74.967,-88.898,17.337,osc2_rec1,2,1
298,18,75.442,-90,17,osc2_rec1,2,1
299,18,91.131,-90,16.5,osc2_rec1,2,1
300,21,81.168,-88.568,20.006,osc2_rec1,2,1
301,18,76.095,-91.736,16.508,osc2_rec1,2,1
302,15,75.958,-88.939,13.502,osc2_rec1,2,1
303,16,64.164,-89.012,14.502,osc2_rec1,2,1
304,16,70.279,-90,14.5,osc2_rec1,2,1
305,16,75.84,-90,15,osc2_rec1,2,1
306,13,67.402,-86.348,11.774,osc2_rec1,2,1
307,14,70.03,-90,12.75,osc2_rec1,2,1
308,16,69.784,-90,14.5,osc2_rec1,2,1
309,15,67.071,-90,13.5,osc2_rec1,2,1
310,16,70.239,-90,14.75,osc2_rec1,2,1
311,17,64.572,-90,15.75,osc2_rec1,2,1
312,17,60.103,-89.091,15.752,osc2_rec1,2,1
313,17,61.751,-90,15.5,osc2_rec1,2,1
314,15,60.528,-90,14,osc2_rec1,2,1
315,18,64.776,-90.843,17.002,osc2_rec1,2,1
316,18,69.401,-90,16.75,osc2_rec1,2,1
317,20,64.418,-88.452,18.507,osc2_rec1,2,1
318,15,65.943,-90,14,osc2_rec1,2,1
319,16,65.561,-90,14.75,osc2_rec1,2,1
320,15,62.414,-87.955,14.009,osc2_rec1,2,1
321,15,52.478,-92.01,14.259,osc2_rec1,2,1
322,15,61.822,-90,13.75,osc2_rec1,2,1
323,17,54.509,-87.316,16.018,osc2_rec1,2,1
324,18,61.055,-88.315,17.007,osc2_rec1,2,1
325,15,61.731,-88.977,14.002,osc2_rec1,2,1
326,18,61.685,-90.855,16.752,osc2_rec1,2,1
327,17,62.123,-90,16,osc2_rec2,2,1
328,18,60.5,-88.29,16.757,osc2_rec2,2,1
329,17,60.304,-90,15.75,osc2_rec2,2,1
330,15,62.826,-90,13.833,osc2_rec2,2,1
331,18,59.74,-90,16.833,osc2_rec2,2,1
332,15,57.89,-90,14.333,osc2_rec2,2,1
333,15,56.002,-90,13.833,osc2_rec2,2,1
334,14,61.742,-90,12.667,osc2_rec2,2,1
335,14,57.348,-90.744,12.834,osc2_rec2,2,1
336,13,51.706,-89.226,12.334,osc2_rec2,2,1
337,14,52.736,-89.256,12.834,osc2_rec2,2,1
338,11,53.583,-90.939,10.168,osc2_rec2,2,1
339,14,50.905,-90,13,osc2_rec2,2,1
340,15,55.845,-90,13.667,osc2_rec2,2,1
341,14,59.107,-89.284,13.334,osc2_rec2,2,1
342,16,59.668,-89.349,14.668,osc2_rec2,2,1
343,15,54.761,-90.666,14.334,osc2_rec2,2,1
344,13,56.63,-90,12.167,osc2_rec2,2,1
345,14,61.742,-90.716,13.334,osc2_rec2,2,1
346,15,46.305,-90.699,13.668,osc2_rec2,2,1
347,14,61.884,-90.754,12.668,osc2_rec2,2,1
348,13,58.492,-90.774,12.334,osc2_rec2,2,1
349,17,58.664,-92.361,16.18,osc2_rec2,2,1
350,17,65.997,-89.39,15.668,osc2_rec2,2,1
351,17,67.974,-90,16,osc2_rec2,2,1
352,16,63.028,-90,15,osc2_rec2,2,1
353,16,58.814,-90.644,14.834,osc2_rec2,2,1
354,17,58.221,-90.603,15.834,osc2_rec2,2,1
355,14,56.647,-88.568,13.337,osc2_rec2,2,1
356,19,70.667,-90,18.333,osc2_rec2,2,1
357,12,57.749,-90.855,11.168,osc2_rec2,2,1
358,13,53.043,-90,11.833,osc2_rec2,2,1
359,13,55.834,-89.204,12.001,osc2_rec2,2,1
360,15,51.675,-90,13.5,osc2_rec2,2,1
361,10,56.035,-88.977,9.335,osc2_rec2,2,1
362,14,56.256,-87.797,13.01,osc2_rec2,2,1
363,15,69.394,-88.586,13.504,osc2_rec2,2,1
364,16,65.491,-90,14.833,osc2_rec2,2,1
365,14,60.185,-88.531,13.004,osc2_rec2,2,1
366,16,64.763,-90.659,14.501,osc2_rec2,2,1
367,14,60.943,-90,13.333,osc2_rec2,2,1
368,16,58.168,-89.363,15.001,osc2_rec2,2,1
369,12,65.55,-89.157,11.335,osc2_rec2,2,1
370,14,56.159,-90,12.833,osc2_rec2,2,1
371,14,57.991,-90,12.667,osc2_rec2,2,1
372,12,55.556,-90,10.667,osc2_rec2,2,1
373,15,56.555,-90,13.5,osc2_rec2,2,1
374,13,57.196,-88.452,12.338,osc2_rec2,2,1
375,13,47.253,-89.204,12.001,osc2_rec2,2,1
376,12,57.824,-89.132,11.001,osc2_rec2,2,1
377,12,54.823,-90,10.5,osc2_rec2,2,1
378,12,51.373,-90,10.5,osc2_rec2,2,1
379,13,52.537,-90,12.167,osc2_rec2,2,1
380,12,54.838,-90,11.333,osc2_rec2,2,1
381,15,60.526,-90,13.5,osc2_rec2,2,1
382,10,61.785,-90,8.667,osc2_rec2,2,1
383,13,66.526,-90,12,osc2_rec2,2,1
384,11,49.396,-88.059,9.839,osc2_rec2,2,1
385,13,60.459,-90,11.833,osc2_rec2,2,1
386,13,53.86,-91.548,12.338,osc2_rec2,2,1
387,13,53.828,-90,11.667,osc2_rec2,2,1
388,11,52.092,-90,9.667,osc2_rec2,2,1
389,12,53.806,-90,11,osc2_rec2,2,1
390,14,62,-90,13,osc2_rec2,2,1
391,12,51.833,-90,11,osc2_rec2,2,1
392,12,57.111,-90,11,osc2_rec2,2,1
393,13,59.981,-89.204,12.001,osc2_rec2,2,1
394,13,62.974,-90,12,osc2_rec2,2,1
395,8,40.233,-90,7.167,osc2_rec2,2,1
396,11,58.665,-90,10,osc2_rec2,2,1
397,12,54.409,-90,11.333,osc2_rec2,2,1
398,11,55.028,-90,10.333,osc2_rec2,2,1
399,13,56.815,-90.796,12.001,osc2_rec2,2,1
400,15,57.772,-91.414,13.504,osc2_rec2,2,1
401,12,53.955,-91.685,11.338,osc2_rec2,2,1
402,11,60.449,-90,9.667,osc2_rec2,2,1
403,11,52.089,-90,9.667,osc2_rec2,2,1
404,13,62.1,-89.17,11.501,osc2_rec2,2,1
405,12,48.173,-90.895,10.668,osc2_rec2,2,1
406,11,50.539,-89.061,10.168,osc2_rec2,2,1
407,11,61.248,-90.988,9.668,osc2_rec2,2,1
408,13,57.242,-90.796,12.001,osc2_rec2,2,1
409,11,54.97,-90,10,osc2_rec2,2,1
410,10,47.432,-90,9.333,osc2_rec2,2,1
411,12,56.222,-91.818,10.505,osc2_rec2,2,1
412,11,54.42,-88.995,9.501,osc2_rec2,2,1
413,13,57.594,-89.17,11.501,osc2_rec2,2,1
414,15,69.089,-90,14,osc2_rec3,2,1
415,13,55.714,-90,12.25,osc2_rec3,2,1
416,11,57.082,-87.064,9.763,osc2_rec3,2,1
417,9,51.852,-90,8,osc2_rec3,2,1
418,10,51.902,-88.452,9.253,osc2_rec3,2,1
419,12,54.191,-90,11.25,osc2_rec3,2,1
420,13,47.773,-90,11.75,osc2_rec3,2,1
421,11,52.605,-88.568,10.003,osc2_rec3,2,1
422,13,59.339,-88.755,11.503,osc2_rec3,2,1
423,13,55.567,-90,12.25,osc2_rec3,2,1
424,12,52.862,-88.698,11.003,osc2_rec3,2,1
425,13,50.858,-90,11.5,osc2_rec3,2,1
426,16,56.428,-87.184,15.268,osc2_rec3,2,1
427,14,64.098,-90,13.25,osc2_rec3,2,1
428,15,57.836,-90,14.25,osc2_rec3,2,1
429,14,68.104,-88.877,12.752,osc2_rec3,2,1
430,13,56.463,-87.51,11.511,osc2_rec3,2,1
431,13,59.464,-90,12.25,osc2_rec3,2,1
432,11,55.131,-88.603,10.253,osc2_rec3,2,1
433,12,55.113,-88.727,11.253,osc2_rec3,2,1
434,13,60.431,-87.614,12.01,osc2_rec3,2,1
435,15,69.651,-90,14.25,osc2_rec3,2,1
436,14,68.83,-87.709,12.51,osc2_rec3,2,1
437,13,60.668,-88.831,12.253,osc2_rec3,2,1
438,13,58.8,-90,11.75,osc2_rec3,2,1
439,13,64.686,-88.831,12.253,osc2_rec3,2,1
440,11,59.423,-90,10.25,osc2_rec3,2,1
441,12,56.576,-88.727,11.253,osc2_rec3,2,1
442,11,56.627,-88.568,10.003,osc2_rec3,2,1
443,12,52.549,-91.332,10.753,osc2_rec3,2,1
444,12,53.356,-92.726,10.512,osc2_rec3,2,1
445,13,58.165,-90,11.75,osc2_rec3,2,1
446,12,51.715,-90,11,osc2_rec3,2,1
447,11,64.348,-92.862,10.012,osc2_rec3,2,1
448,12,55.181,-90,11,osc2_rec3,2,1
449,13,55.525,-88.755,11.503,osc2_rec3,2,1
450,12,55.803,-90,10.75,osc2_rec3,2,1
451,14,58.378,-90,12.5,osc2_rec3,2,1
452,15,65.62,-91.005,14.252,osc2_rec3,2,1
453,12,57.278,-90,11,osc2_rec3,2,1
454,15,60.517,-90,13.5,osc2_rec3,2,1
455,14,71.66,-88.898,13.002,osc2_rec3,2,1
456,11,53.192,-90,9.5,osc2_rec3,2,1
457,12,60.031,-90,10.5,osc2_rec3,2,1
458,13,56.651,-90,11.75,osc2_rec3,2,1
459,15,62.21,-93.18,13.521,osc2_rec3,2,1
460,13,65.541,-90,12.25,osc2_rec3,2,1
461,14,58.589,-90,12.5,osc2_rec3,2,1
462,14,57.399,-91.081,13.252,osc2_rec3,2,1
463,14,60.849,-88.854,12.502,osc2_rec3,2,1
464,12,54.689,-87.337,10.762,osc2_rec3,2,1
465,16,67.435,-89.012,14.502,osc2_rec3,2,1
466,13,62.309,-90,12,osc2_rec3,2,1
467,15,50.436,-90,14.25,osc2_rec3,2,1
468,13,59.03,-90,11.75,osc2_rec3,2,1
469,10,64.622,-86.906,9.264,osc2_rec3,2,1
470,13,64.528,-91.245,11.503,osc2_rec3,2,1
471,10,50.67,-91.548,9.253,osc2_rec3,2,1
472,12,61.179,-92.726,10.512,osc2_rec3,2,1
473,13,54.129,-92.386,12.01,osc2_rec3,2,1
474,11,66.832,-90,9.75,osc2_rec3,2,1
475,13,60.621,-87.614,12.01,osc2_rec3,2,1
476,12,56.839,-91.332,10.753,osc2_rec3,2,1
477,14,59.703,-88.898,13.002,osc2_rec3,2,1
478,13,54.249,-90,11.75,osc2_rec3,2,1
479,15,62.621,-88.958,13.752,osc2_rec3,2,1
480,13,70.153,-88.831,12.253,osc2_rec3,2,1
481,14,59.524,-90,13,osc2_rec3,2,1
482,15,59.842,-90,14,osc2_rec3,2,1
483,15,59.951,-86.987,14.27,osc2_rec3,2,1
484,15,76.156,-90,14,osc2_rec3,2,1
485,17,67.982,-90.881,16.252,osc2_rec3,2,1
486,12,58.192,-87.274,10.512,osc2_rec3,2,1
487,14,62.879,-90,13.25,osc2_rec3,2,1
488,17,68.237,-90,15.5,osc2_rec3,2,1
489,14,69.152,-90,13,osc2_rec3,2,1
490,16,63.6,-90,14.5,osc2_rec3,2,1
491,13,61.311,-90,12.25,osc2_rec3,2,1
492,13,70.607,-93.731,11.524,osc2_rec3,2,1
493,13,62.182,-92.49,11.511,osc2_rec3,2,1
494,10,61.492,-90,9.25,osc2_rec3,2,1
495,11,60.636,-90,9.75,osc2_rec3,2,1
496,10,57.567,-91.637,8.754,osc2_rec3,2,1
497,12,64.153,-90,11,osc2_rec3,2,1
498,9,56.877,-90,7.5,osc2_rec3,2,1
