ID,Area,Mean,Angle,Length,Sheet,Osculum,Camera
1258,8,109,-90,6.875,osc3_rec3,3,2
1259,8,110.847,-90,7.062,osc3_rec3,3,2
1260,9,100.555,-90,8.25,osc3_rec3,3,2
1261,10,105.297,-89.21,9.063,osc3_rec3,3,2
1262,12,100.722,-90.329,10.875,osc3_rec3,3,2
1263,9,114.935,-90,8,osc3_rec3,3,2
1264,9,118.27,-90,8.062,osc3_rec3,3,2
1265,9,123.473,-89.569,8.313,osc3_rec3,3,2
1266,9,121.862,-89.552,8,osc3_rec3,3,2
1267,8,119.824,-90,6.875,osc3_rec3,3,2
1268,11,117.276,-90,10,osc3_rec3,3,2
1269,9,116.344,-90.458,7.813,osc3_rec3,3,2
1270,9,103.279,-89.549,7.938,osc3_rec3,3,2
1271,10,124.125,-90.403,8.875,osc3_rec3,3,2
1272,9,111.057,-90,8.188,osc3_rec3,3,2
1273,9,123.737,-90,8,osc3_rec3,3,2
1274,10,110.727,-90.403,8.875,osc3_rec3,3,2
1275,9,117.013,-89.552,8,osc3_rec3,3,2
1276,8,111.112,-88.995,7.126,osc3_rec3,3,2
1277,9,107.048,-90,7.938,osc3_rec3,3,2
1278,10,106.166,-89.597,8.875,osc3_rec3,3,2
1279,11,108.872,-89.31,10.376,osc3_rec3,3,2
1280,10,104.513,-90.801,8.938,osc3_rec3,3,2
1281,10,103.525,-90,9.062,osc3_rec3,3,2
1282,9,101.094,-90,8.188,osc3_rec3,3,2
1283,9,101.25,-90,8.125,osc3_rec3,3,2
1284,10,99.554,-89.204,9.001,osc3_rec3,3,2
1285,10,102.877,-90,8.938,osc3_rec3,3,2
1286,10,113.369,-90,8.75,osc3_rec4,3,2
1287,10,115.233,-90,9.083,osc3_rec4,3,2
1288,6,117.362,-88.091,5.003,osc3_rec4,3,2
1289,9,112.455,-90.591,8.084,osc3_rec4,3,2
1290,9,108.588,-91.193,8.002,osc3_rec4,3,2
1291,9,86.386,-90,7.75,osc3_rec4,3,2
1292,10,95.608,-91.032,9.252,osc3_rec4,3,2
1293,7,95.22,-90,5.667,osc3_rec4,3,2
1294,9,109.606,-90,7.75,osc3_rec4,3,2
1295,9,105.989,-89.421,8.25,osc3_rec4,3,2
1296,9,104.154,-90,8.083,osc3_rec4,3,2
1297,10,97.856,-90.535,8.917,osc3_rec4,3,2
1298,8,106.077,-91.364,7.002,osc3_rec4,3,2
1299,9,106.74,-90,8.333,osc3_rec4,3,2
1300,12,86.136,-90,11.167,osc1_rec1,1,3
1301,12,86.88,-89.563,10.917,osc1_rec1,1,3
1302,13,87.526,-90,12,osc1_rec1,1,3
1303,13,82.91,-90.297,12.063,osc1_rec1,1,3
1304,12,92.571,-89.673,10.938,osc1_rec1,1,3
1305,13,91.781,-89.095,11.876,osc1_rec1,1,3
1306,14,99.157,-88.877,12.752,osc1_rec1,1,3
1307,12,89.714,-89.345,10.938,osc1_rec1,1,3
1308,12,85.888,-90,11,osc1_rec1,1,3
1309,13,95.858,-89.397,11.876,osc1_rec1,1,3
1310,13,95.463,-90,11.938,osc1_rec1,1,3
1311,10,82.356,-90,8.875,osc1_rec1,1,3
1312,11,82.774,-90,9.938,osc1_rec1,1,3
1313,12,86.049,-89.356,11.126,osc1_rec1,1,3
1314,12,89.254,-89.018,10.939,osc1_rec1,1,3
1315,10,83.618,-89.199,8.938,osc1_rec1,1,3
1316,9,84.952,-89.552,8,osc1_rec1,1,3
1317,10,77.16,-89.597,8.875,osc1_rec1,1,3
1318,12,89.514,-89.023,11.002,osc1_rec1,1,3
1319,11,85.908,-90,9.875,osc1_rec1,1,3
1320,10,82.819,-89.193,8.876,osc1_rec1,1,3
1321,10,83.497,-89.215,9.126,osc1_rec1,1,3
1322,12,81.936,-89.353,11.063,osc1_rec1,1,3
1323,9,77.931,-90.441,8.125,osc1_rec1,1,3
1324,12,81.377,-90.324,11.063,osc1_rec1,1,3
1325,9,79.066,-90,8.25,osc1_rec1,1,3
1326,10,81.15,-90,9.125,osc1_rec1,1,3
1327,12,88.505,-90.333,10.75,osc1_rec1,1,3
1328,11,86.58,-90,10.312,osc1_rec1,1,3
1329,9,80.401,-90.448,8,osc1_rec1,1,3
1330,10,87.661,-90,9,osc1_rec1,1,3
1331,11,79.542,-90.352,10.188,osc1_rec1,1,3
1332,11,93.775,-90.354,10.125,osc1_rec1,1,3
1333,9,86.112,-90,8,osc1_rec1,1,3
1334,8,93.982,-89.506,7.25,osc1_rec1,1,3
1335,10,96.33,-90.785,9.126,osc1_rec1,1,3
1336,8,83.996,-90,6.812,osc1_rec1,1,3
1337,9,81.565,-89.098,7.938,osc1_rec1,1,3
1338,16,101.298,-87.368,14.515,osc1_rec2,1,3
1339,15,103.724,-88.636,14.004,osc1_rec2,1,3
1340,12,95.29,-89.157,11.335,osc1_rec2,1,3
1341,16,104.253,-91.259,15.17,osc1_rec2,1,3
1342,14,99.531,-90,13.167,osc1_rec2,1,3
1343,14,94.036,-90,12.5,osc1_rec2,1,3
1344,14,92.864,-90,12.833,osc1_rec2,1,3
1345,17,98.363,-89.397,15.834,osc1_rec2,1,3
1346,15,94.946,-90.699,13.668,osc1_rec2,1,3
1347,12,99.13,-90,11,osc1_rec2,1,3
1348,15,96.646,-90,13.5,osc1_rec2,1,3
1349,10,81.156,-90,9,osc1_rec2,1,3
1350,12,87.614,-88.182,10.505,osc1_rec2,1,3
1351,12,81.764,-88.21,10.672,osc1_rec2,1,3
1352,11,81.867,-90,9.667,osc1_rec2,1,3
1353,15,81.87,-90,13.5,osc1_rec2,1,3
1354,13,79.218,-89.204,12.001,osc1_rec2,1,3
1355,12,89.458,-90.881,10.835,osc1_rec2,1,3
1356,15,89.841,-90,14,osc1_rec2,1,3
1357,15,93.321,-90,14,osc1_rec2,1,3
1358,15,86.601,-90.699,13.668,osc1_rec2,1,3
1359,15,101.21,-90,14.167,osc1_rec2,1,3
1360,12,72.157,-89.091,10.501,osc1_rec2,1,3
1361,12,85.098,-89.157,11.335,osc1_rec2,1,3
1362,14,84.767,-88.472,12.504,osc1_rec2,1,3
1363,14,84.814,-87.709,12.51,osc1_rec2,1,3
1364,16,96.988,-89.363,15.001,osc1_rec2,1,3
1365,13,87.191,-90,12.167,osc1_rec2,1,3
1366,14,98.502,-88.531,13.004,osc1_rec2,1,3
1367,16,96.741,-91.273,15.004,osc1_rec2,1,3
1368,14,89.335,-90.764,12.501,osc1_rec2,1,3
1369,14,93.738,-90,13,osc1_rec2,1,3
1370,16,90.546,-90,15.167,osc1_rec2,1,3
1371,16,97.904,-90,15.167,osc1_rec2,1,3
1372,19,97.667,-90,17.667,osc1_rec2,1,3
1373,17,93.711,-90.591,16.168,osc1_rec2,1,3
1374,16,95.013,-90,14.833,osc1_rec2,1,3
1375,19,97.123,-88.363,17.507,osc1_rec2,1,3
1376,16,89.193,-90,15.333,osc1_rec2,1,3
1377,18,97.776,-90,16.833,osc1_rec2,1,3
1378,17,97.382,-90,15.5,osc1_rec2,1,3
1379,16,98.999,-90.63,15.168,osc1_rec2,1,3
1380,14,93.922,-90,12.833,osc1_rec2,1,3
1381,15,96.399,-87.979,14.175,osc1_rec2,1,3
1382,18,99.525,-90,17.333,osc1_rec2,1,3
1383,18,94.515,-91.134,16.837,osc1_rec2,1,3
1384,18,101.762,-90,17.333,osc1_rec2,1,3
1385,16,90.921,-88.698,14.67,osc1_rec2,1,3
1386,18,97.714,-89.421,16.501,osc1_rec2,1,3
1387,19,102.503,-88.919,17.67,osc1_rec2,1,3
1388,20,99.83,-90.512,18.667,osc1_rec2,1,3
1389,16,99.712,-88.132,15.341,osc1_rec2,1,3
1390,18,97.078,-89.433,16.834,osc1_rec2,1,3
1391,18,101.45,-90,17,osc1_rec2,1,3
1392,24,103.111,-89.151,22.502,osc1_rec2,1,3
1393,21,108.287,-89.053,20.169,osc1_rec2,1,3
1394,19,98.867,-89.459,17.667,osc1_rec2,1,3
1395,20,104.219,-90.498,19.167,osc1_rec2,1,3
1396,18,96.714,-88.866,16.837,osc1_rec2,1,3
1397,15,94.172,-90,14.167,osc1_rec2,1,3
1398,16,99.303,-88.091,15.008,osc1_rec2,1,3
1399,17,94.472,-88.781,15.67,osc1_rec2,1,3
1400,17,98.945,-90.61,15.668,osc1_rec2,1,3
1401,17,100.153,-89.397,15.834,osc1_rec2,1,3
1402,17,94.552,-90,15.5,osc1_rec2,1,3
1403,18,99.649,-90,16.5,osc1_rec2,1,3
1404,17,99.378,-89.39,15.668,osc1_rec3,1,3
1405,17,97.098,-89.409,16.168,osc1_rec3,1,3
1406,15,96.548,-89.326,14.168,osc1_rec3,1,3
1407,16,96.583,-88.755,15.337,osc1_rec3,1,3
1408,15,90.501,-88.636,14.004,osc1_rec3,1,3
1409,15,91.557,-90,14,osc1_rec3,1,3
1410,15,91.308,-91.38,13.837,osc1_rec3,1,3
1411,16,96.054,-89.341,14.501,osc1_rec3,1,3
1412,18,98.708,-90,16.5,osc1_rec3,1,3
1413,18,90.865,-91.685,17.007,osc1_rec3,1,3
1414,17,93.342,-90,16.333,osc1_rec3,1,3
1415,17,92.44,-90,15.5,osc1_rec3,1,3
1416,18,94.354,-91.157,16.503,osc1_rec3,1,3
1417,16,99.196,-90,15.167,osc1_rec3,1,3
1418,17,103.388,-90.616,15.501,osc1_rec3,1,3
1419,15,96.94,-89.318,14.001,osc1_rec3,1,3
1420,18,97.877,-88.888,17.17,osc1_rec3,1,3
1421,15,95.043,-90,13.833,osc1_rec3,1,3
1422,17,104.303,-90,16.333,osc1_rec3,1,3
1423,16,90.479,-89.363,15.001,osc1_rec3,1,3
1424,16,95.638,-88.698,14.67,osc1_rec3,1,3
1425,16,101.922,-91.287,14.837,osc1_rec3,1,3
1426,18,99.706,-90.556,17.167,osc1_rec3,1,3
1427,13,94.241,-88.409,12.005,osc1_rec3,1,3
1428,17,91.304,-88.229,16.174,osc1_rec3,1,3
1429,18,99.923,-88.854,16.67,osc1_rec3,1,3
1430,18,108.483,-89.427,16.667,osc1_rec3,1,3
1431,15,95.219,-90,14,osc1_rec3,1,3
1432,18,94.321,-88.843,16.503,osc1_rec3,1,3
1433,17,94.755,-88.172,15.675,osc1_rec3,1,3
1434,17,97.339,-90.591,16.168,osc1_rec3,1,3
1435,17,94.095,-88.831,16.337,osc1_rec3,1,3
1436,16,98.685,-90.637,15.001,osc1_rec3,1,3
1437,16,96.727,-90,15,osc1_rec3,1,3
1438,16,98.256,-90,15.333,osc1_rec3,1,3
1439,20,100.098,-88.008,19.178,osc1_rec3,1,3
1440,15,88.04,-90.699,13.668,osc1_rec3,1,3
1441,17,91.864,-88.794,15.837,osc1_rec3,1,3
1442,17,98.02,-88.247,16.341,osc1_rec3,1,3
1443,16,97.133,-89.377,15.334,osc1_rec3,1,3
1444,19,96.926,-88.939,18.003,osc1_rec3,1,3
1445,19,98.42,-90,17.833,osc1_rec3,1,3
1446,16,90.228,-88.713,14.837,osc1_rec3,1,3
1447,16,95.872,-91.273,15.004,osc1_rec3,1,3
1448,15,92.989,-89.334,14.334,osc1_rec3,1,3
1449,18,90.572,-90,17,osc1_rec3,1,3
1450,18,100.573,-88.854,16.67,osc1_rec3,1,3
1451,17,91.54,-90,16,osc1_rec3,1,3
1452,17,88.855,-89.397,15.834,osc1_rec3,1,3
1453,16,91.883,-88.091,15.008,osc1_rec3,1,3
1454,15,88.461,-88.652,14.171,osc1_rec3,1,3
1455,17,93.776,-88.191,15.841,osc1_rec3,1,3
1456,20,105.997,-89.004,19.17,osc1_rec3,1,3
1457,18,95.072,-90,17.333,osc1_rec3,1,3
1458,17,94.074,-88.794,15.837,osc1_rec3,1,3
1459,17,92.988,-90.603,15.834,osc1_rec3,1,3
1460,19,96.848,-89.459,17.667,osc1_rec3,1,3
1461,18,100.861,-90,16.833,osc1_rec3,1,3
1462,15,91.378,-90,13.5,osc1_rec3,1,3
1463,14,94.878,-90.744,12.834,osc1_rec3,1,3
1464,16,92.494,-88.047,14.675,osc1_rec3,1,3
1465,15,90.85,-89.326,14.168,osc1_rec3,1,3
1466,17,93.529,-89.415,16.334,osc1_rec3,1,3
1467,19,97.843,-87.917,18.345,osc1_rec3,1,3
1468,17,89.362,-88.781,15.67,osc1_rec3,1,3
1469,19,99.419,-90,18.333,osc1_rec3,1,3
1470,23,97.728,-89.556,21.501,osc1_rec3,1,3
1471,19,97.588,-90,18.333,osc1_rec3,1,3
1472,18,99.778,-87.732,16.847,osc1_rec3,1,3
1473,18,99.128,-90,16.5,osc1_rec3,1,3
1474,15,95.075,-88.002,14.342,osc1_rec3,1,3
1475,21,99.751,-88.544,19.673,osc1_rec3,1,3
1476,18,100.446,-89.444,17.167,osc1_rec3,1,3
1477,18,95.908,-88.299,16.841,osc1_rec3,1,3
1478,18,104.33,-90,16.667,osc1_rec3,1,3
1479,18,101.995,-89.421,16.501,osc1_rec3,1,3
1480,14,75.382,-90,13.167,osc1_rec4,1,3
1481,17,78.112,-89.39,15.668,osc1_rec4,1,3
1482,14,72.666,-90,13.167,osc1_rec4,1,3
1483,17,72.626,-89.409,16.168,osc1_rec4,1,3
1484,16,77.205,-90.623,15.334,osc1_rec4,1,3
1485,13,72.073,-90,11.833,osc1_rec4,1,3
1486,14,72.663,-90,13,osc1_rec4,1,3
1487,13,79.216,-87.58,11.844,osc1_rec4,1,3
1488,14,74.329,-90.735,13.001,osc1_rec4,1,3
1489,18,86.681,-90,16.833,osc1_rec4,1,3
1490,17,81.448,-91.169,16.337,osc1_rec4,1,3
1491,12,75.926,-90,11.167,osc1_rec4,1,3
1492,15,72.008,-88.668,14.337,osc1_rec4,1,3
1493,14,72.027,-90,12.5,osc1_rec4,1,3
1494,13,77.863,-90,12,osc1_rec4,1,3
1495,14,71.35,-90,12.667,osc1_rec4,1,3
1496,18,78.626,-90.551,17.334,osc1_rec4,1,3
1497,13,70.988,-90.796,12.001,osc1_rec4,1,3
1498,14,83.026,-90,13.333,osc1_rec4,1,3
1499,14,71.597,-90,13.333,osc1_rec4,1,3
1500,13,76.089,-90.807,11.835,osc1_rec4,1,3
1501,14,82.55,-90.754,12.668,osc1_rec4,1,3
1502,14,72.122,-90.754,12.668,osc1_rec4,1,3
1503,14,72.122,-90.754,12.668,osc1_rec4,1,3
1504,15,80.503,-90.666,14.334,osc1_rec4,1,3
1505,16,79.17,-89.37,15.168,osc1_rec4,1,3
1506,14,74.158,-89.284,13.334,osc1_rec4,1,3
1507,16,77.414,-89.356,14.834,osc1_rec4,1,3
1508,15,74.223,-89.293,13.501,osc1_rec4,1,3
1509,13,74.954,-89.226,12.334,osc1_rec4,1,3
1510,15,72.216,-90,13.667,osc1_rec4,1,3
1511,16,79.771,-91.302,14.67,osc1_rec4,1,3
1512,17,88.175,-90.616,15.501,osc1_rec4,1,3
1513,15,83.347,-89.326,14.168,osc1_rec4,1,3
1514,16,73.787,-90.644,14.834,osc1_rec4,1,3
1515,16,74.903,-90.651,14.668,osc1_rec4,1,3
1516,18,82.756,-90.556,17.167,osc1_rec4,1,3
1517,15,70.843,-89.301,13.668,osc1_rec4,1,3
1518,15,81.305,-91.332,14.337,osc1_rec4,1,3
1519,12,59.156,-91.685,11.338,osc1_rec4,1,3
1520,17,78.399,-90,15.5,osc1_rec4,1,3
1521,16,77.044,-90,14.833,osc1_rec4,1,3
1522,16,89.033,-89.356,14.834,osc1_rec4,1,3
1523,16,84.357,-88.698,14.67,osc1_rec4,1,3
1524,16,78.547,-90.637,15.001,osc1_rec4,1,3
1525,14,74.406,-88.531,13.004,osc1_rec4,1,3
1526,14,68.106,-88.55,13.171,osc1_rec4,1,3
1527,16,80.793,-88.698,14.67,osc1_rec4,1,3
1528,15,83.462,-89.334,14.334,osc1_rec4,1,3
1529,15,75.495,-90.699,13.668,osc1_rec4,1,3
1530,14,75.37,-89.236,12.501,osc1_rec4,1,3
1531,15,72.797,-88.668,14.337,osc1_rec4,1,3
1532,13,65.296,-88.452,12.338,osc1_rec4,1,3
1533,17,79.566,-90,16,osc1_rec4,1,3
1534,15,74.462,-90.699,13.668,osc1_rec4,1,3
1535,13,67.701,-90,11.667,osc1_rec4,1,3
1536,15,78.062,-89.293,13.501,osc1_rec4,1,3
1537,15,72.014,-88.668,14.337,osc1_rec4,1,3
1538,12,71.724,-87.474,11.344,osc1_rec4,1,3
1539,13,61.247,-88.34,11.505,osc1_rec4,1,3
1540,14,73.728,-87.825,13.176,osc1_rec4,1,3
1541,14,71.464,-90,13.167,osc1_rec4,1,3
1542,14,70.348,-88.531,13.004,osc1_rec4,1,3
1543,16,69.17,-90,15,osc1_rec4,1,3
1544,14,70.023,-88.55,13.171,osc1_rec4,1,3
1545,16,73.663,-89.356,14.834,osc1_rec4,1,3
1546,13,57.069,-87.51,11.511,osc1_rec4,1,3
1547,13,63.581,-90,11.667,osc1_rec4,1,3
1548,15,69.729,-88.603,13.671,osc1_rec4,1,3
1549,17,76.378,-89.409,16.168,osc1_rec4,1,3
1550,17,79.313,-88.229,16.174,osc1_rec4,1,3
1551,14,71.38,-90.744,12.834,osc1_rec4,1,3
1552,15,81.654,-90,13.5,osc1_rec4,1,3
1553,13,71.675,-90.774,12.334,osc1_rec4,1,3
1554,13,70.637,-90.83,11.501,osc1_rec4,1,3
1555,13,71.038,-88.386,11.838,osc1_rec4,1,3
1556,14,67.679,-90,12.5,osc1_rec4,1,3
1557,13,72.23,-88.363,11.671,osc1_rec4,1,3
1558,8,68.566,-90,7.333,osc1_rec4,1,3
1559,14,61.058,-90,12.833,osc1_rec4,1,3
1560,17,70.48,-88.781,15.67,osc1_rec4,1,3
1561,12,67.602,-89.105,10.668,osc1_rec4,1,3
1562,13,70.642,-89.226,12.334,osc1_rec4,1,3
1563,13,157.016,-89.226,12.334,osc1_rec4,1,3
1564,14,85.77,-90,13.25,osc1_rec5,1,3
1565,14,71.835,-90.551,13.001,osc1_rec5,1,3
1566,13,69.54,-90,11.75,osc1_rec5,1,3
1567,13,72.844,-90,11.875,osc1_rec5,1,3
1568,12,70.079,-89.356,11.126,osc1_rec5,1,3
1569,14,62.68,-90,12.5,osc1_rec5,1,3
1570,13,69.111,-90,11.75,osc1_rec5,1,3
1571,13,57.403,-90.597,12.001,osc1_rec5,1,3
1572,12,68.137,-90,11,osc1_rec5,1,3
1573,13,73.541,-88.819,12.128,osc1_rec5,1,3
1574,10,57.976,-90.774,9.251,osc1_rec5,1,3
1575,11,56.469,-89.293,10.126,osc1_rec5,1,3
1576,12,58.758,-90,10.625,osc1_rec5,1,3
1577,11,63.356,-90,10,osc1_rec5,1,3
1578,13,66.855,-90,11.625,osc1_rec5,1,3
1579,11,51.529,-90.725,9.876,osc1_rec5,1,3
1580,13,62.52,-91.219,11.753,osc1_rec5,1,3
1581,13,62.817,-90,12.125,osc1_rec5,1,3
1582,12,64.103,-89.349,11.001,osc1_rec5,1,3
1583,13,67.972,-90,11.875,osc1_rec5,1,3
1584,12,68.803,-90.637,11.251,osc1_rec5,1,3
1585,10,61.684,-90,9.375,osc1_rec5,1,3
1586,10,61.238,-90.774,9.251,osc1_rec5,1,3
1587,11,59.186,-89.301,10.251,osc1_rec5,1,3
1588,13,68.187,-89.403,12.001,osc1_rec5,1,3
1589,13,57.368,-88.843,12.378,osc1_rec5,1,3
1590,12,68.93,-90,11.25,osc1_rec5,1,3
1591,12,60.21,-90,10.875,osc1_rec5,1,3
1592,14,68.144,-89.427,12.501,osc1_rec5,1,3
1593,12,55.393,-90,11.25,osc1_rec5,1,3
1594,14,67.765,-90.551,13.001,osc1_rec5,1,3
1595,12,63.847,-90,11.375,osc1_rec5,1,3
1596,14,72.049,-90,13.375,osc1_rec5,1,3
1597,12,65.974,-90,11.25,osc1_rec5,1,3
1598,11,65.329,-89.284,10.001,osc1_rec5,1,3
1599,10,57.687,-89.236,9.376,osc1_rec5,1,3
1600,13,71.316,-90,11.625,osc1_rec5,1,3
1601,11,65.616,-90,9.5,osc1_rec5,1,3
1602,11,65.85,-89.265,9.751,osc1_rec5,1,3
1603,12,62.8,-89.363,11.251,osc1_rec5,1,3
1604,14,80.154,-90,12.75,osc1_rec5,1,3
1605,12,60.826,-88.727,11.253,osc1_rec5,1,3
1606,12,71.712,-89.363,11.251,osc1_rec5,1,3
1607,12,67.629,-90,10.75,osc1_rec5,1,3
1608,11,67.641,-89.31,10.376,osc1_rec5,1,3
1609,15,63.433,-89.488,14.001,osc1_rec5,1,3
1610,15,74.102,-90,14.375,osc1_rec5,1,3
1611,14,63.789,-90,12.75,osc1_rec5,1,3
1612,13,66.084,-90,11.75,osc1_rec5,1,3
1613,14,71.356,-89.465,13.376,osc1_rec5,1,3
1614,13,67.61,-90,11.5,osc1_rec5,1,3
1615,14,72.115,-90,13.375,osc1_rec5,1,3
1616,12,62.998,-88.668,10.753,osc1_rec5,1,3
1617,12,63.956,-89.356,11.126,osc1_rec5,1,3
1618,13,64.253,-89.377,11.501,osc1_rec5,1,3
1619,12,61.97,-90.63,11.376,osc1_rec5,1,3
1620,13,60.239,-90,12,osc1_rec5,1,3
1621,14,64.286,-90,13.125,osc1_rec5,1,3
1622,12,62.326,-90,11.25,osc1_rec5,1,3
1623,13,69.053,-90,12.25,osc1_rec5,1,3
1624,14,54.854,-90.573,12.501,osc1_rec5,1,3
1625,15,57.827,-90.531,13.501,osc1_rec5,1,3
1626,13,65.982,-89.403,12.001,osc1_rec5,1,3
1627,13,67.504,-90,12.125,osc1_rec5,1,3
1628,13,68.193,-89.39,11.751,osc1_rec5,1,3
1629,12,61.651,-90.644,11.126,osc1_rec5,1,3
1630,15,73.227,-89.479,13.751,osc1_rec5,1,3
1631,14,60.518,-89.449,13.001,osc1_rec5,1,3
1632,14,65.561,-90,12.875,osc1_rec5,1,3
1633,11,66.27,-88.603,10.253,osc1_rec5,1,3
1634,11,57.642,89.301,10.251,osc1_rec5,1,3
1635,11,62.733,-88.603,10.253,osc1_rec5,1,3
1636,14,63.573,-89.444,12.876,osc1_rec5,1,3
1637,12,53.952,-88.698,11.003,osc1_rec5,1,3
1638,13,67.081,-89.384,11.626,osc1_rec5,1,3
1639,12,65.646,-89.363,11.251,osc1_rec5,1,3
1640,13,58.295,-90.623,11.501,osc1_rec5,1,3
1641,13,65.02,-89.403,12.001,osc1_rec5,1,3
1642,13,65.516,-89.397,11.876,osc1_rec5,1,3
1643,13,62.046,-89.39,11.751,osc1_rec5,1,3
1644,13,69.144,-88.807,12.003,osc1_rec5,1,3
1645,12,59.363,-89.326,10.626,osc1_rec5,1,3
1646,13,65.61,-88.819,12.128,osc1_rec5,1,3
1647,12,64.764,-88.636,10.503,osc1_rec5,1,3
1648,11,58.359,-90.707,10.126,osc1_rec5,1,3
1649,13,63.014,-90,12,osc1_rec5,1,3
1650,12,69.52,-88.727,11.253,osc1_rec5,1,3
1651,14,66.805,-90,12.5,osc1_rec5,1,3
1652,11,62.105,-90,10.375,osc1_rec6,1,3
1653,14,66.461,-90,13.25,osc1_rec6,1,3
1654,13,47.736,-90,12.125,osc1_rec6,1,3
1655,12,49.321,-89.356,11.126,osc1_rec6,1,3
1656,14,68.482,-89.438,12.751,osc1_rec6,1,3
1657,14,62.376,-89.449,13.001,osc1_rec6,1,3
1658,12,52.681,-88.091,11.256,osc1_rec6,1,3
1659,12,58.685,-90,11.25,osc1_rec6,1,3
1660,12,48.365,-89.326,10.626,osc1_rec6,1,3
1661,13,55.91,-90.623,11.501,osc1_rec6,1,3
1662,12,54.63,-90,10.75,osc1_rec6,1,3
1663,12,59.988,-90,10.625,osc1_rec6,1,3
1664,14,61.349,-90,13.125,osc1_rec6,1,3
1665,13,61.406,-90,11.75,osc1_rec6,1,3
1666,12,51.071,-90,11.25,osc1_rec6,1,3
1667,14,60.46,-87.818,13.135,osc1_rec6,1,3
1668,14,53.354,-90,13.375,osc1_rec6,1,3
1669,13,57.903,-90,11.875,osc1_rec6,1,3
1670,12,56.409,-90,10.5,osc1_rec6,1,3
1671,13,72.032,-90,11.5,osc1_rec6,1,3
1672,14,59.133,-88.929,13.377,osc1_rec6,1,3
1673,13,66.101,-89.39,11.751,osc1_rec6,1,3
1674,13,59.727,-90,11.875,osc1_rec6,1,3
1675,14,65.684,-90.556,12.876,osc1_rec6,1,3
1676,13,61.571,-90,11.625,osc1_rec6,1,3
1677,11,60.047,-90,10.25,osc1_rec6,1,3
1678,12,47.962,-90,11.375,osc1_rec6,1,3
1679,13,66.251,-89.415,12.251,osc1_rec6,1,3
1680,14,60.226,-90,12.875,osc1_rec6,1,3
1681,12,66.572,-90,10.5,osc1_rec6,1,3
1682,12,54.036,-90,11,osc1_rec6,1,3
1683,12,58.679,-90,11,osc1_rec6,1,3
1684,11,54.28,-90.69,10.376,osc1_rec6,1,3
1685,13,61.175,-90,12.375,osc1_rec6,1,3
1686,14,60.458,-89.444,12.876,osc1_rec6,1,3
1687,14,57.609,-90,13,osc1_rec6,1,3
1688,13,60.008,-90,12,osc1_rec6,1,3
1689,10,61.385,-90.843,8.501,osc1_rec6,1,3
1690,12,57.734,-90,11,osc1_rec6,1,3
1691,12,59.922,-90.651,11.001,osc1_rec6,1,3
1692,14,59.27,-90,12.875,osc1_rec6,1,3
1693,12,60.334,-90,10.75,osc1_rec6,1,3
1694,13,66.364,-89.409,12.126,osc1_rec6,1,3
1695,14,69.076,-88.854,12.502,osc1_rec6,1,3
1696,12,64.305,-89.341,10.876,osc1_rec6,1,3
1697,13,65.726,-88.831,12.253,osc1_rec6,1,3
1698,12,57.668,-89.334,10.751,osc1_rec6,1,3
1699,12,50.662,-89.37,11.376,osc1_rec6,1,3
1700,12,54.771,-90,10.625,osc1_rec6,1,3
1701,12,64.227,-89.37,11.376,osc1_rec6,1,3
1702,12,62.723,-90.637,11.251,osc1_rec6,1,3
1703,14,55.006,-89.433,12.626,osc1_rec6,1,3
1704,13,57.841,-90,12.125,osc1_rec6,1,3
1705,13,63.617,-89.377,11.501,osc1_rec6,1,3
1706,13,57.951,-89.39,11.751,osc1_rec6,1,3
1707,13,63.075,-90,12.25,osc1_rec6,1,3
1708,13,47.598,-90.603,11.876,osc1_rec6,1,3
1709,12,64.529,-90,11.375,osc1_rec6,1,3
1710,13,58.645,-89.39,11.751,osc1_rec6,1,3
1711,12,60.448,-90.651,11.001,osc1_rec6,1,3
1712,13,66.215,-89.397,11.876,osc1_rec6,1,3
1713,13,63.382,-89.39,11.751,osc1_rec6,1,3
1714,11,49.522,-89.301,10.251,osc1_rec6,1,3
1715,13,58.481,-88.794,11.878,osc1_rec6,1,3
1716,12,64.019,-90.637,11.251,osc1_rec6,1,3
1717,13,62.664,-89.421,12.376,osc1_rec6,1,3
1718,15,59.775,-90.507,14.126,osc1_rec6,1,3
1719,15,66.544,-90,14,osc1_rec6,1,3
1720,13,56.256,-90.61,11.751,osc1_rec6,1,3
1721,12,57.408,-89.356,11.126,osc1_rec6,1,3
1722,13,63.814,-90,11.75,osc1_rec6,1,3
1723,12,59.167,-90,11,osc1_rec6,1,3
1724,14,58.672,-89.444,12.876,osc1_rec6,1,3
1725,15,66.885,-90.512,14.001,osc1_rec6,1,3
1726,16,65.347,-89.514,14.751,osc1_rec6,1,3
1727,14,62.7,-89.438,12.751,osc1_rec6,1,3
1728,16,70.291,-90.988,14.502,osc1_rec6,1,3
1729,14,62.17,-90,12.5,osc1_rec6,1,3
1730,14,65.183,-90.551,13.001,osc1_rec6,1,3
1731,14,52.832,-90,13.25,osc1_rec6,1,3
1732,14,67.606,-91.146,12.502,osc1_rec6,1,3
1733,16,66.179,-89.061,15.252,osc1_rec6,1,3
1734,15,65.427,-89.474,13.626,osc1_rec6,1,3
1735,14,73.27,-88.854,12.502,osc1_rec6,1,3
1736,15,59.709,-90,13.75,osc1_rec6,1,3
1737,14,62.103,-90,12.75,osc1_rec6,1,3
